config_id,parameter,value,scenario,seed,cumulative_sla_violations,RFI
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_1p25,lambda_t,1.25,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_1p25,lambda_t,1.25,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_1p25,lambda_t,1.25,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_1p25,lambda_t,1.25,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_1p25,lambda_t,1.25,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_1p25,lambda_t,1.25,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_1p25,lambda_t,1.25,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_1p25,lambda_t,1.25,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_1p25,lambda_t,1.25,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_1p25,lambda_t,1.25,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_1p25,lambda_t,1.25,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_1p25,lambda_t,1.25,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_1p5,lambda_t,1.5,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_1p5,lambda_t,1.5,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_1p5,lambda_t,1.5,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_1p5,lambda_t,1.5,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_1p5,lambda_t,1.5,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_1p5,lambda_t,1.5,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_1p5,lambda_t,1.5,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_1p5,lambda_t,1.5,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_1p5,lambda_t,1.5,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_1p5,lambda_t,1.5,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_1p5,lambda_t,1.5,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_1p5,lambda_t,1.5,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_1p75,lambda_t,1.75,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_1p75,lambda_t,1.75,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_1p75,lambda_t,1.75,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_1p75,lambda_t,1.75,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_1p75,lambda_t,1.75,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_1p75,lambda_t,1.75,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_1p75,lambda_t,1.75,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_1p75,lambda_t,1.75,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_1p75,lambda_t,1.75,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_1p75,lambda_t,1.75,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_1p75,lambda_t,1.75,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_1p75,lambda_t,1.75,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_2p0,lambda_t,2.0,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_2p0,lambda_t,2.0,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_2p0,lambda_t,2.0,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_2p0,lambda_t,2.0,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_2p0,lambda_t,2.0,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_2p0,lambda_t,2.0,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_2p0,lambda_t,2.0,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_2p0,lambda_t,2.0,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_2p0,lambda_t,2.0,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_2p0,lambda_t,2.0,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_2p0,lambda_t,2.0,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_2p0,lambda_t,2.0,2ec_high_off,1954324947,21,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,123456789,224,0.435626102292769
omega_0p25,omega,0.25,2ec_high_off,135792468,21,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,141421356,282,0.41601171212821697
omega_0p25,omega,0.25,2ec_high_off,161803398,282,0.41639522258414763
omega_0p25,omega,0.25,2ec_high_off,173205080,21,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,200496737,28,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,223606797,21,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,246813579,282,0.4548350041771094
omega_0p25,omega,0.25,2ec_high_off,271828182,229,0.4548350041771094
omega_0p25,omega,0.25,2ec_high_off,299792458,282,0.4548350041771094
omega_0p25,omega,0.25,2ec_high_off,314159265,282,0.41601171212821697
omega_0p25,omega,0.25,2ec_high_off,428956419,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,564738291,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,577215664,282,0.4548350041771094
omega_0p25,omega,0.25,2ec_high_off,602214076,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,633816299,282,0.41601171212821697
omega_0p25,omega,0.25,2ec_high_off,675849302,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,707106781,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,794161987,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,866025403,282,0.41601171212821697
omega_0p25,omega,0.25,2ec_high_off,918273645,282,0.41601171212821697
omega_0p25,omega,0.25,2ec_high_off,987654321,21,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1029384756,282,0.4548350041771094
omega_0p25,omega,0.25,2ec_high_off,1123581321,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1145661099,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1282538739,288,0.42396313364055294
omega_0p25,omega,0.25,2ec_high_off,1329531353,28,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1410143363,29,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1835732737,28,0.24586977648202138
omega_0p25,omega,0.25,2ec_high_off,1954324947,21,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,123456789,224,0.435626102292769
omega_0p5,omega,0.5,2ec_high_off,135792468,21,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,141421356,282,0.41601171212821697
omega_0p5,omega,0.5,2ec_high_off,161803398,282,0.41639522258414763
omega_0p5,omega,0.5,2ec_high_off,173205080,21,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,200496737,28,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,223606797,21,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,246813579,282,0.4548350041771094
omega_0p5,omega,0.5,2ec_high_off,271828182,229,0.4548350041771094
omega_0p5,omega,0.5,2ec_high_off,299792458,282,0.4548350041771094
omega_0p5,omega,0.5,2ec_high_off,314159265,282,0.41601171212821697
omega_0p5,omega,0.5,2ec_high_off,428956419,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,564738291,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,577215664,282,0.4548350041771094
omega_0p5,omega,0.5,2ec_high_off,602214076,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,633816299,282,0.41601171212821697
omega_0p5,omega,0.5,2ec_high_off,675849302,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,707106781,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,794161987,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,866025403,282,0.41601171212821697
omega_0p5,omega,0.5,2ec_high_off,918273645,282,0.41601171212821697
omega_0p5,omega,0.5,2ec_high_off,987654321,21,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1029384756,282,0.4548350041771094
omega_0p5,omega,0.5,2ec_high_off,1123581321,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1145661099,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1282538739,288,0.42396313364055294
omega_0p5,omega,0.5,2ec_high_off,1329531353,28,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1410143363,29,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1835732737,28,0.24586977648202138
omega_0p5,omega,0.5,2ec_high_off,1954324947,21,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,123456789,233,0.4572996863416025
omega_0p75,omega,0.75,2ec_high_off,135792468,21,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,141421356,282,0.41601171212821697
omega_0p75,omega,0.75,2ec_high_off,161803398,282,0.41639522258414763
omega_0p75,omega,0.75,2ec_high_off,173205080,21,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,200496737,28,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,223606797,21,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,246813579,282,0.4548350041771094
omega_0p75,omega,0.75,2ec_high_off,271828182,229,0.4548350041771094
omega_0p75,omega,0.75,2ec_high_off,299792458,282,0.4548350041771094
omega_0p75,omega,0.75,2ec_high_off,314159265,282,0.41601171212821697
omega_0p75,omega,0.75,2ec_high_off,428956419,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,564738291,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,577215664,282,0.4548350041771094
omega_0p75,omega,0.75,2ec_high_off,602214076,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,633816299,282,0.41601171212821697
omega_0p75,omega,0.75,2ec_high_off,675849302,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,707106781,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,794161987,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,866025403,282,0.41601171212821697
omega_0p75,omega,0.75,2ec_high_off,918273645,282,0.41601171212821697
omega_0p75,omega,0.75,2ec_high_off,987654321,21,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1029384756,282,0.4548350041771094
omega_0p75,omega,0.75,2ec_high_off,1123581321,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1145661099,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1282538739,288,0.42396313364055294
omega_0p75,omega,0.75,2ec_high_off,1329531353,28,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1410143363,29,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1835732737,28,0.24586977648202138
omega_0p75,omega,0.75,2ec_high_off,1954324947,21,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,123456789,233,0.4572996863416025
omega_1p0,omega,1.0,2ec_high_off,135792468,21,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,141421356,282,0.41601171212821697
omega_1p0,omega,1.0,2ec_high_off,161803398,282,0.41639522258414763
omega_1p0,omega,1.0,2ec_high_off,173205080,21,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,200496737,28,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,223606797,21,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,246813579,282,0.4548350041771094
omega_1p0,omega,1.0,2ec_high_off,271828182,229,0.4548350041771094
omega_1p0,omega,1.0,2ec_high_off,299792458,282,0.4548350041771094
omega_1p0,omega,1.0,2ec_high_off,314159265,282,0.41601171212821697
omega_1p0,omega,1.0,2ec_high_off,428956419,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,564738291,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,577215664,282,0.4548350041771094
omega_1p0,omega,1.0,2ec_high_off,602214076,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,633816299,282,0.41601171212821697
omega_1p0,omega,1.0,2ec_high_off,675849302,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,707106781,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,794161987,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,866025403,282,0.41601171212821697
omega_1p0,omega,1.0,2ec_high_off,918273645,282,0.41601171212821697
omega_1p0,omega,1.0,2ec_high_off,987654321,21,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1029384756,282,0.4548350041771094
omega_1p0,omega,1.0,2ec_high_off,1123581321,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1145661099,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1282538739,288,0.42396313364055294
omega_1p0,omega,1.0,2ec_high_off,1329531353,28,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1410143363,29,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1835732737,28,0.24586977648202138
omega_1p0,omega,1.0,2ec_high_off,1954324947,21,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,123456789,233,0.4572996863416025
omega_1p25,omega,1.25,2ec_high_off,135792468,21,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,141421356,282,0.41601171212821697
omega_1p25,omega,1.25,2ec_high_off,161803398,282,0.41639522258414763
omega_1p25,omega,1.25,2ec_high_off,173205080,21,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,200496737,28,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,223606797,21,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,246813579,282,0.4548350041771094
omega_1p25,omega,1.25,2ec_high_off,271828182,229,0.4548350041771094
omega_1p25,omega,1.25,2ec_high_off,299792458,282,0.4548350041771094
omega_1p25,omega,1.25,2ec_high_off,314159265,282,0.41601171212821697
omega_1p25,omega,1.25,2ec_high_off,428956419,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,564738291,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,577215664,282,0.4548350041771094
omega_1p25,omega,1.25,2ec_high_off,602214076,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,633816299,282,0.41601171212821697
omega_1p25,omega,1.25,2ec_high_off,675849302,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,707106781,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,794161987,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,866025403,282,0.41601171212821697
omega_1p25,omega,1.25,2ec_high_off,918273645,282,0.41601171212821697
omega_1p25,omega,1.25,2ec_high_off,987654321,21,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1029384756,282,0.4548350041771094
omega_1p25,omega,1.25,2ec_high_off,1123581321,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1145661099,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1282538739,288,0.42396313364055294
omega_1p25,omega,1.25,2ec_high_off,1329531353,28,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1410143363,29,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1835732737,28,0.24586977648202138
omega_1p25,omega,1.25,2ec_high_off,1954324947,21,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,123456789,233,0.4572996863416025
omega_1p5,omega,1.5,2ec_high_off,135792468,21,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,141421356,282,0.41601171212821697
omega_1p5,omega,1.5,2ec_high_off,161803398,282,0.41639522258414763
omega_1p5,omega,1.5,2ec_high_off,173205080,21,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,200496737,28,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,223606797,21,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,246813579,282,0.4548350041771094
omega_1p5,omega,1.5,2ec_high_off,271828182,229,0.4548350041771094
omega_1p5,omega,1.5,2ec_high_off,299792458,282,0.4548350041771094
omega_1p5,omega,1.5,2ec_high_off,314159265,282,0.41601171212821697
omega_1p5,omega,1.5,2ec_high_off,428956419,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,564738291,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,577215664,282,0.4548350041771094
omega_1p5,omega,1.5,2ec_high_off,602214076,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,633816299,282,0.41601171212821697
omega_1p5,omega,1.5,2ec_high_off,675849302,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,707106781,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,794161987,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,866025403,282,0.41601171212821697
omega_1p5,omega,1.5,2ec_high_off,918273645,282,0.41601171212821697
omega_1p5,omega,1.5,2ec_high_off,987654321,21,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1029384756,282,0.4548350041771094
omega_1p5,omega,1.5,2ec_high_off,1123581321,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1145661099,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1282538739,288,0.42396313364055294
omega_1p5,omega,1.5,2ec_high_off,1329531353,28,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1410143363,29,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1835732737,28,0.24586977648202138
omega_1p5,omega,1.5,2ec_high_off,1954324947,21,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,123456789,233,0.4572996863416025
omega_1p75,omega,1.75,2ec_high_off,135792468,21,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,141421356,282,0.41601171212821697
omega_1p75,omega,1.75,2ec_high_off,161803398,282,0.41639522258414763
omega_1p75,omega,1.75,2ec_high_off,173205080,21,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,200496737,28,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,223606797,21,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,246813579,282,0.4548350041771094
omega_1p75,omega,1.75,2ec_high_off,271828182,229,0.4548350041771094
omega_1p75,omega,1.75,2ec_high_off,299792458,282,0.4548350041771094
omega_1p75,omega,1.75,2ec_high_off,314159265,282,0.41601171212821697
omega_1p75,omega,1.75,2ec_high_off,428956419,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,564738291,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,577215664,282,0.4548350041771094
omega_1p75,omega,1.75,2ec_high_off,602214076,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,633816299,282,0.41601171212821697
omega_1p75,omega,1.75,2ec_high_off,675849302,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,707106781,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,794161987,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,866025403,282,0.41601171212821697
omega_1p75,omega,1.75,2ec_high_off,918273645,282,0.41601171212821697
omega_1p75,omega,1.75,2ec_high_off,987654321,21,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1029384756,282,0.4548350041771094
omega_1p75,omega,1.75,2ec_high_off,1123581321,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1145661099,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1282538739,288,0.42396313364055294
omega_1p75,omega,1.75,2ec_high_off,1329531353,28,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1410143363,29,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1835732737,28,0.24586977648202138
omega_1p75,omega,1.75,2ec_high_off,1954324947,21,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,123456789,233,0.4572996863416025
omega_2p0,omega,2.0,2ec_high_off,135792468,21,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,141421356,282,0.41601171212821697
omega_2p0,omega,2.0,2ec_high_off,161803398,282,0.41639522258414763
omega_2p0,omega,2.0,2ec_high_off,173205080,21,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,200496737,28,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,223606797,21,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,246813579,282,0.4548350041771094
omega_2p0,omega,2.0,2ec_high_off,271828182,229,0.4548350041771094
omega_2p0,omega,2.0,2ec_high_off,299792458,282,0.4548350041771094
omega_2p0,omega,2.0,2ec_high_off,314159265,282,0.41601171212821697
omega_2p0,omega,2.0,2ec_high_off,428956419,29,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,564738291,29,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,577215664,282,0.4548350041771094
omega_2p0,omega,2.0,2ec_high_off,602214076,29,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,633816299,282,0.41601171212821697
omega_2p0,omega,2.0,2ec_high_off,675849302,29,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,707106781,29,0.24586977648202138
omega_2p0,omega,2.0,2ec_high_off,794161987,29,0.24586977648202138
