scenario,algo,seed,step,elapsed_ms
2ec_high_off,tetris,794161987,2,1.2488
2ec_high_off,tetris,794161987,3,3.7801
2ec_high_off,tetris,794161987,4,1.6315
2ec_high_off,tetris,794161987,5,1.2789
2ec_high_off,tetris,794161987,6,1.5858
sample,tetris,1329531353,1,1.704
sample,tetris,1329531353,2,0.7482
sample,tetris,1329531353,3,1.1902
sample,tetris,1329531353,4,0.9413
sample,tetris,1329531353,5,1.2162
sample,tetris,1329531353,6,0.848
sample,tetris,1329531353,7,0.9975
sample,tetris,1329531353,8,0.8991
sample,tetris,1329531353,9,1.6039
sample,tetris,1329531353,10,0.9817
sample,tetris,1329531353,11,0.9244
sample,tetris,1329531353,12,0.9624
sample,tetris,1329531353,13,1.3487
sample,tetris,1329531353,14,0.9344
sample,tetris,1329531353,15,2.396
sample,tetris,1329531353,16,1.4761
sample,tetris,1329531353,17,1.5239
sample,tetris,1329531353,18,1.6675
sample,tetris,1329531353,19,1.0156
sample,tetris,1329531353,20,0.8375
sample,tetris,1329531353,21,0.9406
sample,tetris,1329531353,22,1.3327
sample,tetris,1329531353,23,1.5577
sample,tetris,1329531353,24,1.2516
sample,tetris,1329531353,25,1.5252
sample,tetris,1329531353,26,0.9543
sample,tetris,1329531353,27,1.0383
sample,tetris,1329531353,28,0.9649
sample,tetris,1329531353,29,1.587
sample,tetris,1329531353,30,1.4762
sample,tetris,1329531353,31,1.6536
sample,tetris,1329531353,32,1.5356
sample,tetris,1329531353,33,1.8985
sample,tetris,1329531353,34,1.4486
sample,tetris,1329531353,35,1.6629
sample,tetris,1329531353,36,0.952
sample,tetris,1329531353,37,1.0855
sample,tetris,1329531353,38,0.9831
sample,tetris,1329531353,39,1.3795
sample,tetris,1329531353,40,1.7474
sample,tetris,1329531353,41,1.344
sample,tetris,1329531353,42,0.9425
sample,tetris,1329531353,43,0.9716
sample,tetris,1329531353,44,0.8334
sample,tetris,1329531353,45,0.9276
sample,tetris,1329531353,46,0.8088
sample,tetris,1329531353,47,0.9323
sample,tetris,1329531353,48,0.8874
sample,tetris,1329531353,49,1.2172
sample,tetris,1329531353,50,0.9623
sample,tetris,1329531353,51,1.0326
sample,tetris,1329531353,52,0.9063
sample,tetris,1329531353,53,1.0082
sample,tetris,1329531353,54,0.9316
sample,tetris,1329531353,55,1.0068
sample,tetris,1329531353,56,0.965
sample,tetris,1329531353,57,1.3109
sample,tetris,1329531353,58,2.0814
sample,tetris,1329531353,59,1.2744
sample,tetris,1329531353,60,1.0289
2ec_low_on,tetris,1329531353,1,1.8754
2ec_low_on,tetris,1329531353,2,1.1912
2ec_low_on,tetris,1329531353,3,1.346
2ec_low_on,tetris,1329531353,4,1.1315
2ec_low_on,tetris,1329531353,5,1.1316
2ec_low_on,tetris,1329531353,6,1.1215
2ec_low_on,tetris,1329531353,7,1.7279
2ec_low_on,tetris,1329531353,8,1.2428
2ec_low_off,tetris,1329531353,1,1.5953
2ec_low_off,tetris,1329531353,2,0.8548
2ec_low_off,tetris,1329531353,3,1.1598
2ec_low_off,tetris,1329531353,4,2.7956
2ec_low_off,tetris,1329531353,5,1.2652
2ec_low_off,tetris,1329531353,6,1.114
2ec_low_off,tetris,1329531353,7,1.5985
2ec_low_off,tetris,1329531353,8,1.3097
2ec_low_off,tetris,1329531353,9,1.081
2ec_low_off,tetris,1329531353,10,1.1745
2ec_high_on,tetris,1329531353,1,2.208
2ec_high_on,tetris,1329531353,2,1.071
2ec_high_on,tetris,1329531353,3,1.0528
2ec_high_on,tetris,1329531353,4,0.7447
2ec_high_on,tetris,1329531353,5,1.0775
2ec_high_on,tetris,1329531353,6,1.3186
2ec_high_off,tetris,1329531353,1,1.8012
2ec_high_off,tetris,1329531353,2,1.2121
2ec_high_off,tetris,1329531353,3,1.3158
2ec_high_off,tetris,1329531353,4,2.3219
2ec_high_off,tetris,1329531353,5,1.477
2ec_high_off,tetris,1329531353,6,3.0488
2ec_high_off,tetris,1329531353,7,1.4758
2ec_high_off,tetris,1329531353,8,1.2527
sample,tetris,200496737,1,1.0855
sample,tetris,200496737,2,0.8053
sample,tetris,200496737,3,0.9353
sample,tetris,200496737,4,0.8815
sample,tetris,200496737,5,0.9222
sample,tetris,200496737,6,0.7927
sample,tetris,200496737,7,0.9399
sample,tetris,200496737,8,0.9634
sample,tetris,200496737,9,0.9536
sample,tetris,200496737,10,0.8065
sample,tetris,200496737,11,0.9958
sample,tetris,200496737,12,0.9995
sample,tetris,200496737,13,1.2487
sample,tetris,200496737,14,1.0214
sample,tetris,200496737,15,1.1794
sample,tetris,200496737,16,0.9601
sample,tetris,200496737,17,1.3409
sample,tetris,200496737,18,0.8737
sample,tetris,200496737,19,0.9285
sample,tetris,200496737,20,1.5634
sample,tetris,200496737,21,1.244
sample,tetris,200496737,22,1.0309
sample,tetris,200496737,23,1.0316
sample,tetris,200496737,24,0.9271
sample,tetris,200496737,25,0.9672
sample,tetris,200496737,26,1.654
sample,tetris,200496737,27,1.2801
sample,tetris,200496737,28,1.2836
sample,tetris,200496737,29,1.2579
sample,tetris,200496737,30,1.1968
sample,tetris,200496737,31,1.9336
sample,tetris,200496737,32,1.7462
sample,tetris,200496737,33,1.7716
sample,tetris,200496737,34,1.4277
sample,tetris,200496737,35,1.7974
sample,tetris,200496737,36,1.3007
sample,tetris,200496737,37,1.2707
sample,tetris,200496737,38,1.3593
sample,tetris,200496737,39,1.7759
sample,tetris,200496737,40,1.7625
sample,tetris,200496737,41,1.2204
sample,tetris,200496737,42,1.0156
sample,tetris,200496737,43,1.239
sample,tetris,200496737,44,0.9644
sample,tetris,200496737,45,0.9947
sample,tetris,200496737,46,0.9285
sample,tetris,200496737,47,1.1524
sample,tetris,200496737,48,1.5512
sample,tetris,200496737,49,1.3489
sample,tetris,200496737,50,1.7327
sample,tetris,200496737,51,1.8584
sample,tetris,200496737,52,1.7391
sample,tetris,200496737,53,2.0621
sample,tetris,200496737,54,1.4462
sample,tetris,200496737,55,1.1338
sample,tetris,200496737,56,0.9118
sample,tetris,200496737,57,1.0269
sample,tetris,200496737,58,0.8933
sample,tetris,200496737,59,1.0719
sample,tetris,200496737,60,1.0394
2ec_low_on,tetris,200496737,1,1.8295
2ec_low_on,tetris,200496737,2,1.1158
2ec_low_on,tetris,200496737,3,1.9728
2ec_low_on,tetris,200496737,4,1.8102
2ec_low_on,tetris,200496737,5,2.2105
2ec_low_on,tetris,200496737,6,1.487
2ec_low_on,tetris,200496737,7,1.4214
2ec_low_on,tetris,200496737,8,1.4442
2ec_low_on,tetris,200496737,9,1.4323
2ec_low_on,tetris,200496737,10,1.323
2ec_low_on,tetris,200496737,11,2.1895
2ec_low_on,tetris,200496737,12,2.035
2ec_low_off,tetris,200496737,1,2.0046
